Maha Rat,Phra Nakhon Si Ayutthaya,14.606,100.51
Mueang Lop Buri,Lop Buri,14.683,100.529
Wiset Chai Chan,Ang Thong,14.505,100.251
Ban Pong,Ratchaburi,13.771,99.815
Hang Dong,Chiang Mai,18.731,98.923
Palian,Trang,7.354,99.674
Huai Rat,Buri Ram,15.009,103.192
Na Thawi,Songkhla,6.781,100.67
Bang Sai,Phra Nakhon Si Ayutthaya,14.252,100.505
Mueang Prachuap Khiri Khan,Prachuap Khiri Khan,11.805,99.784
Phak Hai,Phra Nakhon Si Ayutthaya,14.439,100.407
Bang Sai,Phra Nakhon Si Ayutthaya,14.222,100.432
Ban Pho,Chachoengsao,13.611,101.194
Renu Nakhon,Nakhon Phanom,17.019,104.698
Lat Phrao,Bangkok,13.811,100.612
Mueang Samut Songkhram,Samut Songkhram,13.48,100.027
Bang Ban,Phra Nakhon Si Ayutthaya,14.436,100.492
Mueang Lop Buri,Lop Buri,14.778,100.64
Ban Mo,Saraburi,14.628,100.67
Non Sung,Nakhon Ratchasima,15.179,102.256
Mueang Yala,Yala,6.538,101.235
Nakhon Chai Si,Nakhon Pathom,13.828,100.233
Mai Kaen,Pattani,6.597,101.701
Mueang Lop Buri,Lop Buri,14.704,100.592
San Pa Tong,Chiang Mai,18.62,98.875
mueang Nakhon Pathom,Nakhon Pathom,13.841,100.113
Mueang Phrae,Phrae,18.247,100.217
Krathum Baen,Samut Sakhon,13.637,100.292
Thanyaburi,Pathum Thani,13.999,100.687
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,14.347,100.529
Pak Phanang,Nakhon Si Thammarat,8.232,100.153
Mayo,Pattani,6.723,101.382
Mueang Pathum Thani,Pathum Thani,14.007,100.509
Sai Mai,Bangkok,13.896,100.672
Phak Hai,Phra Nakhon Si Ayutthaya,14.422,100.358
Damnoen Saduak,Ratchaburi,13.509,99.982
Ban Laem,Phetchaburi,13.247,99.95
Lat Lum Kaeo,Pathum Thani,14.068,100.437
Uthumphon Phisai,Si Sa Ket,15.22,104.171
Sai Buri,Pattani,6.704,101.584
Khai Bang Rachan,Sing Buri,14.827,100.368
Bang Pakong,Chachoengsao,13.526,100.919
Phak Hai,Phra Nakhon Si Ayutthaya,14.433,100.286
Phrom Buri,Sing Buri,14.748,100.422
Phachi,Phra Nakhon Si Ayutthaya,14.42,100.69
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,14.31,100.532
Bang Pa-in,Phra Nakhon Si Ayutthaya,14.266,100.542
Mueang Pattani,Pattani,6.864,101.207
Mueang Saphan Buri,Suphan Buri,14.531,100.116
Khai Bang Rachan,Sing Buri,14.82,100.225
Na Dun,Maha Sarakham,15.663,103.257
Khlong Khuean,Chachoengsao,13.736,101.165
Mueang Nakhon Ratchasima,Nakhon Ratchasima,15.026,102.011
Mueang Phitsanulok,Phitsanulok,16.905,100.259
Phan Thong,Chon Buri,13.461,101.084
Na Wa,Nakhon Phanom,17.507,104.145
Phanat Nikhom,Chon Buri,13.484,101.184
Mueang Nong Khai,Nong Khai,17.783,102.673
Mueang Saphan Buri,Suphan Buri,14.457,100.003
Nuea Khlong,Krabi,7.899,98.984
Sung Men,Phrae,18.034,100.091
Mueang Lop Buri,Lop Buri,14.767,100.684
Nakhon Chai Si,Nakhon Pathom,13.886,100.182
Chaloem Phra Kiet,Saraburi,14.612,100.906
Phanat Nikhom,Chon Buri,13.498,101.139
Nong Khae,Saraburi,14.369,100.845
Ku Kaeo,Udon Thani,17.205,103.141
Bang Phae,Ratchaburi,13.654,99.978
San Kamphaeng,Chiang Mai,18.76,99.082
Uthai,Phra Nakhon Si Ayutthaya,14.379,100.624
Bang Rachan,Sing Buri,14.941,100.319
Mueang Yala,Yala,6.551,101.166
Selaphum,Roi Et,16.028,103.958
Mueang Chon Buri,Chon Buri,13.347,100.977
Mueang Chon Buri,Chon Buri,13.421,101.044
Bang Kapi,Bangkok,13.756,100.66
Phu Phaman,Khon Kaen,16.648,101.935
Sai Mai,Bangkok,13.921,100.654
Mueang Samut Prakan,Samut Prakarn,13.556,100.599
Khao Wong,Kalasin,16.719,104.055
Sena,Phra Nakhon Si Ayutthaya,14.351,100.366
Ban Lat,Phetchaburi,13.03,99.866
Renu Nakhon,Nakhon Phanom,17.007,104.589
Nong Khae,Saraburi,14.37,100.829
Bang Khae,Bangkok,13.741,100.385
Ko Samui,Surat Thani,9.527,99.685
Wiset Chai Chan,Ang Thong,14.579,100.301
Nakhon Chai Si,Nakhon Pathom,13.889,100.155
Thung  Wa,Satun,6.998,99.691
Ranot,Songkhla,7.631,100.374
Huai Rat,Buri Ram,14.964,103.183
Phak Hai,Phra Nakhon Si Ayutthaya,14.419,100.318
Mueang Samut Songkhram,Samut Songkhram,13.354,99.99
Amphawa,Samut Songkhram,13.38,99.875
Pho Thong,Ang Thong,14.731,100.398
Krathum Baen,Samut Sakhon,13.623,100.24
Khon San,Chaiyaphum,16.61,101.921
Sai Buri,Pattani,6.681,101.589
Pak Kret,Nonthaburi,13.959,100.45
Bang Lamung,Chon Buri,12.955,100.909
Mueang Roi Et,Roi Et,16.002,103.664
Tha Maka,Kanchanaburi,13.843,99.805
Khueang Nai,Ubon Ratchathani,15.489,104.464
Mueang Nakhon Sawan,Nakhon Sawan,15.633,100.132
Tha Yang,Phetchaburi,12.949,99.941
Khai Bang Rachan,Sing Buri,14.817,100.281
Mueang Phayao,Phayao,19.473,100.291
Mueang Saraburi,Saraburi,14.489,100.861
Ban Phraek,Phra Nakhon Si Ayutthaya,14.627,100.553
Mueang Phayao,Phayao,19.33,99.846
mueang Nakhon Pathom,Nakhon Pathom,13.864,100.073
Damnoen Saduak,Ratchaburi,13.551,100.009
Lat Krabang,Bangkok,13.753,100.723
Phu Phiang,Nan,18.696,100.801
Nong Sung,Mukdahan,16.491,104.36
Mueang Yasothon,Yasothon,15.861,104.207
Bang Bua Thong,Nonthaburi,13.934,100.366
Yarang,Pattani,6.821,101.311
Nong Saeng,Saraburi,14.476,100.836
Chai Badan,Lop Buri,15.059,101.077
San Sai,Chiang Mai,18.852,99.023
Khao Wong,Kalasin,16.715,104.115
Thanyaburi,Pathum Thani,14.036,100.779
Phunphin,Surat Thani,9.136,99.163
San Pa Tong,Chiang Mai,18.665,98.871
Mueang Si Sa Ket,Si Sa Ket,15.015,104.369
Ban Pong,Ratchaburi,13.819,99.851
Mueang Prachin Buri,Prachin Buri,14.039,101.429
Ban Mo,Saraburi,14.622,100.754
Prawet,Bangkok,13.68,100.689
Ko kha,Lampang,18.196,99.413
Samrong Thap,Surin,15.092,103.875
Ban Pong,Ratchaburi,13.833,99.89
mueang Nakhon Pathom,Nakhon Pathom,13.786,99.991
Khok Pho,Pattani,6.738,101.119
Thanyaburi,Pathum Thani,14.018,100.731
Nong Chang,Uthai Thani,15.408,99.8
San Pa Tong,Chiang Mai,18.586,98.849
Nong Chok,Bangkok,13.872,100.81
Chiang Khwan,Roi Et,16.128,103.741
Bang Bo,Samut Prakarn,13.624,100.935
Changhan,Roi Et,16.14,103.637
Bang Na,Bangkok,13.672,100.616
Mueang Trang,Trang,7.559,99.616
Ban Phaeo,Samut Sakhon,13.666,100.153
Wan Yai,Mukdahan,16.68,104.733
Mueang Phayao,Phayao,19.241,99.989
Don Phut,Saraburi,14.624,100.599
Pho Si Suwan,Si Sa Ket,15.233,104.111
Mueang Uthai Thani,Uthai Thani,15.417,99.974
Sai Buri,Pattani,6.718,101.528
Chaloem Phra Kiet,Saraburi,14.582,100.936
Thawat Buri,Roi Et,16.099,103.767
Nong Khaem,Bangkok,13.714,100.351
Bang Kruai,Nonthaburi,13.81,100.358
Wang Noi,Phra Nakhon Si Ayutthaya,14.249,100.8
Mueang Nakhon Nayok,Nakhon Nayok,14.176,101.212
Ranot,Songkhla,7.721,100.354
San Pa Tong,Chiang Mai,18.626,98.854
Huai Thalaeng,Nakhon Ratchasima,14.985,102.687
Mueang Ranong,Ranong,9.736,98.405
Samrong Thap,Surin,15.039,103.952
Phrom Khiri,Nakhon Si Thammarat,8.54,99.874
Sapphaya,Chai Nat,15.084,100.272
Bang Khla,Chachoengsao,13.673,101.201
Mueang Trang,Trang,7.584,99.596
Mueang Phayao,Phayao,19.134,99.998
Kao Liao,Nakhon Sawan,15.828,100.104
Mueang Phayao,Phayao,19.622,100.37
Nong Chang,Uthai Thani,15.425,99.843
Sam Phran,Nakhon Pathom,13.702,100.2
Yarang,Pattani,6.735,101.262
Khao Chaison,Phatthalung,7.489,100.194
Mueang Pattani,Pattani,6.866,101.289
Krok Phra,Nakhon Sawan,15.594,100.081
Sam Phran,Nakhon Pathom,13.734,100.174
Samko,Ang Thong,14.605,100.293
Ban Mi,Lop Buri,14.953,100.598
Mueang Phrae,Phrae,18.304,100.257
Tha Maka,Kanchanaburi,13.906,99.801
Mueang Chachoengsao,Chachoengsao,13.653,101.02
Singhanakhon,Songkhla,7.246,100.506
Nong Khae,Saraburi,14.381,100.871
Srinagarindra,Phatthalung,7.554,99.971
Bang Bua Thong,Nonthaburi,13.907,100.351
Warin Chamrap,Ubon Ratchathani,15.2,104.853
Mayo,Pattani,6.693,101.375
Ban Mi,Lop Buri,15.048,100.592
Yaring,Pattani,6.789,101.389
Pak Tho,Ratchaburi,13.341,99.802
Phayakkhaphum Phisai,Maha Sarakham,15.506,103.31
Lak Si,Bangkok,13.883,100.564
Mueang Lop Buri,Lop Buri,14.737,100.601
Ratsada,Trang,7.987,99.645
Sankhaburi,Chai Nat,14.966,100.236
Sao Hai,Saraburi,14.582,100.816
Nakhon Chai Si,Nakhon Pathom,13.859,100.244
Sathing Phra,Songkhla,7.603,100.385
Uthai,Phra Nakhon Si Ayutthaya,14.349,100.742
Si Samrong,Sukhothai,17.147,99.883
Nakhon Chai Si,Nakhon Pathom,13.726,100.126
Photharam,Ratchaburi,13.691,99.802
Khamcha-i,Mukdahan,16.616,104.453
Ban Na,Nakhon Nayok,14.262,101.059
Mueang Saraburi,Saraburi,14.49,100.913
Nong Khayang,Uthai Thani,15.389,99.903
Raman,Yala,6.5,101.389
Samrong,Ubon Ratchathani,15.01,104.793
Pho Thong,Ang Thong,14.676,100.323
Yaring,Pattani,6.843,101.45
Mueang Sakon Nakhon,Sakon Nakhon,17.125,104.26
Nang Rong,Buri Ram,14.581,102.705
Thanyaburi,Pathum Thani,14.052,100.824
Hua Sai,Nakhon Si Thammarat,8.081,100.257
Don Phut,Saraburi,14.625,100.632
Lang Suan,Chumphon,9.929,99.045
Pua,Nan,19.13,100.9
Mueang Surat Thani,Surat Thani,9.155,99.311
Nong Khayang,Uthai Thani,15.422,99.934
Sung Noen,Nakhon Ratchasima,14.922,101.903
Wiset Chai Chan,Ang Thong,14.562,100.333
Pak Tho,Ratchaburi,13.438,99.801
Khlong Yai,Trat,11.774,102.889
Photharam,Ratchaburi,13.738,99.809
Wang Thong Lang,Bangkok,13.779,100.609
Thung Khao Luang,Roi Et,16.039,103.889
mueang Nakhon Pathom,Nakhon Pathom,13.75,99.975
In Buri,Sing Buri,14.976,100.361
Krok Phra,Nakhon Sawan,15.503,99.989
Mueang Phatthalung,Phatthalung,7.624,100.039
Mueang Kamphaeng Phet,Kamphaeng Phet,16.473,99.528
Nong Khae,Saraburi,14.326,100.834
Mueang Ratchaburi,Ratchaburi,13.509,99.792
Ban Pho,Chachoengsao,13.641,100.982
Nong Khae,Saraburi,14.404,100.851
Pa Mok,Ang Thong,14.477,100.426
Nong Khae,Saraburi,14.312,100.863
Lat Krabang,Bangkok,13.753,100.754
Mueang Ratchaburi,Ratchaburi,13.504,99.876
Mueang Prachin Buri,Prachin Buri,14.072,101.394
Mueang Si Sa Ket,Si Sa Ket,15.007,104.427
Mueang Sing Buri,Sing Buri,14.916,100.4
Bang Len,Nakhon Pathom,13.954,100.199
That Phanom,Nakhon Phanom,16.939,104.72
Mueang Nakhon Sawan,Nakhon Sawan,15.663,100.118
Laem Sing,Chanthaburi,12.415,102.144
Song Phi Nong,Suphan Buri,14.26,100.114
Thap Than,Uthai Thani,15.495,99.909
Wiset Chai Chan,Ang Thong,14.502,100.33
Ko kha,Lampang,18.173,99.365
Mueang Si Sa Ket,Si Sa Ket,15.135,104.293
Mueang Lamphun,Lamphun,18.558,99.009
Chiang Khwan,Roi Et,16.101,103.705
Mueang Chumphon,Chumphon,10.5,99.196
Pho Si Suwan,Si Sa Ket,15.254,104.083
Phunphin,Surat Thani,9.162,99.213
Ban Mi,Lop Buri,15.059,100.63
Mueang Lamphun,Lamphun,18.502,98.989
Tha Wung,Lop Buri,14.795,100.558
Phachi,Phra Nakhon Si Ayutthaya,14.39,100.77
Mueang Nakhon Si Thammarat,Nakhon Si Thammarat,8.452,99.919
Si Maha Phot,Prachin Buri,13.997,101.48
Thung Khao Luang,Roi Et,15.963,103.866
Khao Yoi,Phetchaburi,13.136,99.8
Mueang Saraburi,Saraburi,14.502,100.976
Phanom Thuan,Kanchanaburi,14.076,99.667
Si Samrong,Sukhothai,17.139,99.811
Ban Dung,Udon Thani,17.684,103.259
Bang Rachan,Sing Buri,14.929,100.292
Pak Kret,Nonthaburi,13.93,100.546
Phachi,Phra Nakhon Si Ayutthaya,14.478,100.739
Ban Phai,Khon Kaen,16.063,102.728
Phon,Khon Kaen,15.879,102.556
Ban Mo,Saraburi,14.618,100.774
Ban Mi,Lop Buri,15.073,100.613
Bang Khen,Bangkok,13.868,100.606
Sawankhalok,Sukhothai,17.31,99.807
Mueang Trang,Trang,7.521,99.596
Ban Pho,Chachoengsao,13.597,101.209
Tak Bai,Narathiwat,6.545,101.625
Mae Sot,Tak,16.716,98.573
Tha Ruea,Phra Nakhon Si Ayutthaya,14.512,100.732
Phan Thong,Chon Buri,13.454,101.059
Khlong Sam Wa,Bangkok,13.861,100.786
Bang Sai,Phra Nakhon Si Ayutthaya,14.34,100.319
Mueang Ratchaburi,Ratchaburi,13.603,99.86
Mayo,Pattani,6.735,101.478
Photharam,Ratchaburi,13.725,99.886
Yi-ngo,Narathiwat,6.422,101.663
Tha Ruea,Phra Nakhon Si Ayutthaya,14.541,100.67
Trakan Phuet Phon,Ubon Ratchathani,15.601,105.021
Nong Chik,Pattani,6.832,101.178
Uthumphon Phisai,Si Sa Ket,15.143,104.21
Mueang Nakhon Si Thammarat,Nakhon Si Thammarat,8.479,99.932
Sam Khok,Pathum Thani,14.097,100.478
Uthumphon Phisai,Si Sa Ket,15.093,104.128
Chaloem Phra Kiet,Nakhon Si Thammarat,8.213,100.039
That Phanom,Nakhon Phanom,16.914,104.675
Khukhan,Si Sa Ket,14.644,104.234
Mueang Sukhothai,Sukhothai,17.043,99.824
Singhanakhon,Songkhla,7.277,100.441
Mueang Ratchaburi,Ratchaburi,13.465,99.787
Don Tum,Nakhon Pathom,13.936,100.124
Mueang Chumphon,Chumphon,10.414,99.245
Kantharawichai,Maha Sarakham,16.283,103.38
Sak Lek,Phichit,16.522,100.556
Mueang Ratchaburi,Ratchaburi,13.553,99.886
La-un,Ranong,10.029,98.884
Samko,Ang Thong,14.581,100.246
Mueang Phetchaburi,Phetchaburi,13.007,100.044
Phak Hai,Phra Nakhon Si Ayutthaya,14.474,100.311
Sung Men,Phrae,18.096,100.126
Su-ngai Kolok,Narathiwat,6.008,101.949
Mueang Samut Sakhon,Samut Sakhon,13.54,100.185
At Samat,Roi Et,15.865,103.925
Phu Phiang,Nan,18.731,100.791
Mueang Chachoengsao,Chachoengsao,13.719,101.034
Mueang Nong Khai,Nong Khai,17.94,102.849
Sena,Phra Nakhon Si Ayutthaya,14.24,100.306
Doi Saket,Chiang Mai,18.808,99.072
Mueang Yala,Yala,6.547,101.28
Yaha,Yala,6.527,101.153
Tak Bai,Narathiwat,6.22,102.059
Wang Noi,Phra Nakhon Si Ayutthaya,14.166,100.632
Mueang Samut Sakhon,Samut Sakhon,13.483,100.13
Mueang Ratchaburi,Ratchaburi,13.471,99.758
Uthumphon Phisai,Si Sa Ket,15.198,104.188
Phanom Phrai,Roi Et,15.704,104.08
Bang Bo,Samut Prakarn,13.672,100.881
Yarang,Pattani,6.67,101.303
Lat Bua Luang,Phra Nakhon Si Ayutthaya,14.134,100.368
Mueang Phatthalung,Phatthalung,7.615,100.003
Panare,Pattani,6.839,101.521
Bang Bo,Samut Prakarn,13.574,100.9
Mueang Phichit,Phichit,16.453,100.366
Nong Khae,Saraburi,14.42,100.933
Phachi,Phra Nakhon Si Ayutthaya,14.474,100.693
Pua,Nan,19.176,100.947
Mueang Samut Sakhon,Samut Sakhon,13.487,100.192
Mueang Lop Buri,Lop Buri,14.725,100.532
Mueang Sing Buri,Sing Buri,14.944,100.394
Mueang Chiang Rai,Chiang Rai,19.855,99.805
Ban Laem,Phetchaburi,13.111,100.045
Phachi,Phra Nakhon Si Ayutthaya,14.428,100.75
Ban Lat,Phetchaburi,13.112,99.821
Kham Khuean Kaeo,Yasothon,15.665,104.282
Ranot,Songkhla,7.668,100.372
Tak Bai,Narathiwat,6.257,102.051
Mueang Krabi,Krabi,8.09,98.905
Hat Yai,Songkhla,7.01,100.474
Photharam,Ratchaburi,13.697,99.768
Nong Sung,Mukdahan,16.459,104.361
Mueang Uttaradit,Uttaradit,17.579,100.117
Mueang Phitsanulok,Phitsanulok,16.815,100.26
Tha Maka,Kanchanaburi,13.869,99.776
Sai Buri,Pattani,6.646,101.554
Yan Ta Khao,Trang,7.406,99.674
Nakhon Chai Si,Nakhon Pathom,13.756,100.134
Wihan Daeng,Saraburi,14.313,100.99
Tha Uthen,Nakhon Phanom,17.576,104.591
Mueang Ratchaburi,Ratchaburi,13.622,99.773
Wang Noi,Phra Nakhon Si Ayutthaya,14.229,100.758
Mueang Chanthaburi,Chanthaburi,12.534,102.101
Khukhan,Si Sa Ket,14.754,104.102
Chom Phra,Surin,15.136,103.565
Mueang Saphan Buri,Suphan Buri,14.451,100.113
Thawi Watthana,Bangkok,13.758,100.348
Tha Maka,Kanchanaburi,14.037,99.827
Ban Pong,Ratchaburi,13.797,99.83
Changhan,Roi Et,16.176,103.639
Ban Na,Nakhon Nayok,14.244,101.027
Yarang,Pattani,6.769,101.299
Damnoen Saduak,Ratchaburi,13.619,99.974
Wat Sing,Chai Nat,15.283,100.013
Warin Chamrap,Ubon Ratchathani,15.139,104.887
Mueang Phatthalung,Phatthalung,7.652,100.107
Mueang Phrae,Phrae,18.229,100.126
Nong Chik,Pattani,6.774,101.194
Krathum Baen,Samut Sakhon,13.702,100.308
Mueang Yala,Yala,6.48,101.258
Pak Phanang,Nakhon Si Thammarat,8.294,100.227
Si Somdet,Roi Et,15.95,103.506
Bang Rachan,Sing Buri,14.89,100.338
Pai,Mae Hong Son,19.362,98.419
Khueang Nai,Ubon Ratchathani,15.29,104.513
mueang Nakhon Pathom,Nakhon Pathom,13.782,100.077
Singhanakhon,Songkhla,7.266,100.524
Thawat Buri,Roi Et,16.026,103.817
Mueang Maha Sarakham,Maha Sarakham,15.986,103.278
Sahatsakhan,Kalasin,16.706,103.491
Mueang Sing Buri,Sing Buri,14.907,100.363
Ban Phaeo,Samut Sakhon,13.618,100.104
Bang Bua Thong,Nonthaburi,13.964,100.401
Chana,Songkhla,6.939,100.686
Takhli,Nakhon Sawan,15.175,100.393
Bang Rachan,Sing Buri,14.852,100.284
Nong Muang Khai,Phrae,18.268,100.138
Nong Khaem,Bangkok,13.68,100.358
Phan Thong,Chon Buri,13.408,101.078
Nong Muang Khai,Phrae,18.294,100.115
Mueang Chachoengsao,Chachoengsao,13.67,101.002
Nong Ki,Buri Ram,14.669,102.571
Chum Phae,Khon Kaen,16.514,102.14
Ban Khwao,Chaiyaphum,15.804,101.93
Nong Chang,Uthai Thani,15.397,99.854
Mueang Saphan Buri,Suphan Buri,14.445,100.164
Si Samrong,Sukhothai,17.188,99.827
Tha Wung,Lop Buri,14.804,100.529
Khuan Khanun,Phatthalung,7.654,100.01
Chulabhorn,Nakhon Si Thammarat,8.058,99.933
San Pa Tong,Chiang Mai,18.557,98.887
Kanchanadit,Surat Thani,9.181,99.465
Pho Thong,Ang Thong,14.708,100.351
Tha Maka,Kanchanaburi,13.954,99.851
Mueang Maha Sarakham,Maha Sarakham,16.117,103.432
Mueang Phuket,Phuket,7.948,98.378
Rasi Salai,Si Sa Ket,15.435,104.125
Chawang,Nakhon Si Thammarat,8.533,99.5
Sai Buri,Pattani,6.69,101.636
That Phanom,Nakhon Phanom,17.148,104.695
Mueang Phetchaburi,Phetchaburi,13.105,99.997
Mueang Nan,Nan,18.686,100.732
Si Samrong,Sukhothai,17.084,99.83
Bang Klam,Songkhla,7.135,100.446
Pak Phli,Nakhon Nayok,14.211,101.307
Khlung,Chanthaburi,12.439,102.234
Tak Bai,Narathiwat,6.142,102.07
Raman,Yala,6.448,101.445
Mueang Yala,Yala,6.563,101.229
Nakhon Luang,Phra Nakhon Si Ayutthaya,14.485,100.65
Samko,Ang Thong,14.606,100.252
Mueang Lop Buri,Lop Buri,14.74,100.64
Mueang Trat,Trat,12.078,102.562
Khok Samrong,Lop Buri,15.023,100.697
Mueang Surat Thani,Surat Thani,9.135,99.251
Kamphaeng Saen,Nakhon Pathom,13.99,100.027
Kanchanadit,Surat Thani,9.174,99.396
Mueang Nakhon Ratchasima,Nakhon Ratchasima,14.916,102.064
Pho Si Suwan,Si Sa Ket,15.269,104.009
Thawat Buri,Roi Et,16.103,103.853
Kuchinarai,Kalasin,16.506,104.001
Nikhom Nam un,Sakon Nakhon,17.155,103.712
Khun Han,Si Sa Ket,14.635,104.371
Bang Sai,Phra Nakhon Si Ayutthaya,14.191,100.48
Chaturaphak Phiman,Roi Et,15.901,103.599
Samko,Ang Thong,14.64,100.26
Phan Thong,Chon Buri,13.431,101.121
San Kamphaeng,Chiang Mai,18.746,99.206
Tha Yang,Phetchaburi,12.943,100.014
Khlong Sam Wa,Bangkok,13.839,100.7
Bang Sai,Phra Nakhon Si Ayutthaya,14.164,100.473
Bang Bua Thong,Nonthaburi,13.894,100.41
Mueang Phetchaburi,Phetchaburi,13.015,99.976
Mueang Phuket,Phuket,7.793,98.321
San Pa Tong,Chiang Mai,18.574,98.939
Mueang Ranong,Ranong,9.833,98.45
Photharam,Ratchaburi,13.653,99.796
Kantang,Trang,7.402,99.549
Lat Bua Luang,Phra Nakhon Si Ayutthaya,14.161,100.395
Mae Rim,Chiang Mai,18.954,98.954
Mueang Phetchaburi,Phetchaburi,13.151,99.918
Laem Ngop,Trat,12.209,102.436
Nuea Khlong,Krabi,7.836,98.963
U Thong,Suphan Buri,14.322,99.898
Pak Thong Chai,Nakhon Ratchasima,14.719,102.055
Bang Krathum,Phitsanulok,16.577,100.245
Kantang,Trang,7.512,99.563
Khai Bang Rachan,Sing Buri,14.829,100.257
Huai Mek,Kalasin,16.538,103.314
Kosum Phisai,Maha Sarakham,16.216,103.142
Chiang Yuen,Maha Sarakham,16.389,103.059
Tha Muang,Kanchanaburi,13.937,99.617
Mueang Samut Sakhon,Samut Sakhon,13.614,100.363
Yang Sisurat,Maha Sarakham,15.649,103.146
Tha Muang,Kanchanaburi,13.96,99.663
Yi-ngo,Narathiwat,6.382,101.703
Damnoen Saduak,Ratchaburi,13.606,99.909
Sanom,Surin,15.124,103.838
Mueang Lop Buri,Lop Buri,14.865,100.619
Kamphaeng Saen,Nakhon Pathom,14.003,99.917
Mueang Nong Khai,Nong Khai,17.83,102.742
Wihan Daeng,Saraburi,14.34,100.983
Mueang Lamphun,Lamphun,18.613,99.032
Ban Bueng,Chon Buri,13.33,101.072
Wanon Niwat,Sakon Nakhon,17.767,103.726
Chian Yai,Nakhon Si Thammarat,8.14,100.165
Kathu,Phuket,7.945,98.289
Sak Lek,Phichit,16.552,100.559
Mueang Samut Prakan,Samut Prakarn,13.564,100.653
Wiang Nong Long,Lamphun,18.404,98.732
Mueang Rayong,Rayong,12.672,101.266
Thawat Buri,Roi Et,16.081,103.731
Panare,Pattani,6.786,101.554
Trakan Phuet Phon,Ubon Ratchathani,15.51,105.029
Mueang Pathum Thani,Pathum Thani,13.963,100.495
Pueai Noi,Khon Kaen,15.85,102.895
Ban Phaeo,Samut Sakhon,13.624,100.186
Phrai Bueng,Si Sa Ket,14.857,104.303
Na Thawi,Songkhla,6.762,100.709
That Phanom,Nakhon Phanom,17.097,104.743
Mueang Phichit,Phichit,16.504,100.303
Renu Nakhon,Nakhon Phanom,17.019,104.66
Mueang Nong Khai,Nong Khai,17.958,102.884
Phunphin,Surat Thani,8.994,99.227
Sung Men,Phrae,18.033,100.222
Pho Chai,Roi Et,16.281,103.812
Bang Pa-in,Phra Nakhon Si Ayutthaya,14.189,100.565
Phan,Chiang Rai,19.575,99.765
Mueang Sakon Nakhon,Sakon Nakhon,17.133,104.294
Ranot,Songkhla,7.912,100.319
Tak Bai,Narathiwat,6.282,102.008
Mueang Saraburi,Saraburi,14.472,100.89
Chian Yai,Nakhon Si Thammarat,8.202,100.116
Moei Wadi,Roi Et,16.416,104.123
Wiang Nong Long,Lamphun,18.422,98.744
Doi Saket,Chiang Mai,18.85,99.16
Chiang Khwan,Roi Et,16.191,103.724
Uthumphon Phisai,Si Sa Ket,14.966,104.104
Mueang Phetchaburi,Phetchaburi,13.117,99.866
Mueang Phitsanulok,Phitsanulok,16.929,100.256
Nong Kung Si,Kalasin,16.678,103.307
Khai Bang Rachan,Sing Buri,14.833,100.349
Kapho,Pattani,6.603,101.554
Mueang Lamphun,Lamphun,18.575,99.063
Mueang Chumphon,Chumphon,10.457,99.104
Khlung,Chanthaburi,12.493,102.175
Chom Phra,Surin,15.13,103.529
Mueang Uthai Thani,Uthai Thani,15.444,100.018
Tha Muang,Kanchanaburi,13.917,99.699
Mueang Chon Buri,Chon Buri,13.263,100.959
Bang Pakong,Chachoengsao,13.603,100.989
Mueang Ratchaburi,Ratchaburi,13.539,99.781
Ban Phaeo,Samut Sakhon,13.6,100.189
Renu Nakhon,Nakhon Phanom,17.068,104.697
Wiset Chai Chan,Ang Thong,14.555,100.294
Mueang Nakhon Nayok,Nakhon Nayok,14.209,101.267
Chonnabot,Khon Kaen,16.115,102.623
Phrom Buri,Sing Buri,14.746,100.461
Si Somdet,Roi Et,16.044,103.541
Waritchaphum,Sakon Nakhon,17.319,103.543
Mueang Sing Buri,Sing Buri,14.869,100.398
Thung  Wa,Satun,7.047,99.692
Si Mahosot,Prachin Buri,13.926,101.41
Mae Tha,Lampang,18.122,99.477
Mueang Lamphun,Lamphun,18.648,99.042
Sena,Phra Nakhon Si Ayutthaya,14.24,100.371
mueang Nakhon Pathom,Nakhon Pathom,13.878,100.021
Khai Bang Rachan,Sing Buri,14.799,100.296
Mae Lan,Pattani,6.677,101.266
Mueang Samut Prakan,Samut Prakarn,13.51,100.751
Uthai,Phra Nakhon Si Ayutthaya,14.372,100.712
Mueang Surat Thani,Surat Thani,9.191,99.351
Na Dun,Maha Sarakham,15.738,103.205
Pueai Noi,Khon Kaen,15.879,102.904
Waeng,Narathiwat,5.973,101.842
Mueang Phichit,Phichit,16.507,100.268
Kanthararom,Si Sa Ket,15.066,104.583
Non Sila,Khon Kaen,16.005,102.687
Tha Sala,Nakhon Si Thammarat,8.613,99.923
Khong Chai,Kalasin,16.321,103.493
Cha-am,Phetchaburi,12.891,99.971
Sawi,Chumphon,10.291,99.148
Pak Thong Chai,Nakhon Ratchasima,14.686,102.036
Mueang Chai Nat,Chai Nat,15.182,100.153
Phayuha Hkiri,Nakhon Sawan,15.455,100.145
Mae Sai,Chiang Rai,20.431,99.913
Krathum Baen,Samut Sakhon,13.671,100.323
Mae On,Chiang Mai,18.758,99.263
Pho Si Suwan,Si Sa Ket,15.251,104.043
Tha Maka,Kanchanaburi,13.921,99.834
Thap Sakae,Prachuap Khiri Khan,11.516,99.627
